category,title,content
politics,Research fears Kellys views,Scientists expressed concerns new education secretary Ruth Kellys religious views could hamper vital scientific research Ms Kelly Catholic reported prolife opposed embryo research Medical Research Council Professor Nancy Rothwell said Ms Kellys views mattered responsible training future scientists The Department Education Skills would comment concerns A spokeswoman said It news Ms Kelly Catholic going details But added claims Ms Kelly charge 1bn university research budget true It Higher Education Funding Council research councils decide universities research allocations British law open cloning human embryos create stem cells master cells develop bodys tissue types This cloning activity permitted reproductive purposes research new disease treatments However controversial involves destruction embryos Professor Rothwell also vicepresident research Manchester University told Times Higher Education Supplement would worry great deal ministers antistem cell She said The views ministers DfES matter responsible training next generation scientists You cant higher education policy odds governments science policy Head developmental genetics National Institute Medical Research Professor Robin LovellBadge said witnessed confused situation US many religious groups opposed practice He said If someone senior Ruth Kelly going favour stem cell research end similarly schizophrenic system country It worrying But fertility expert Lord Winston said thought rather good ministers held ethical views Concerns also raised prochoice organisations Ms Kellys views might affect sex education policy schools Family Planning Association chief executive Anne Weyman said teaching pupils contraception abortion key Young people must informed issues within sexual health include contraception abortion I think important government maintains commitment teenage pregnancy strategy Currently individual schools devise sex education policies based framework provided DfES Ms Kelly set detailed views either issue yet said intends put parents first education policy This would include quality teaching classroom discipline academic standards schools said
politics,UK plan deport terror suspects,Deals sought allow UK deport terror suspects home countries without risk tortured sentenced death Home Secretary Charles Clarke told Times hoped agreement several countries could reached The move follows Law Lords judgement detention 12 men Belmarsh prison London Woodhill Milton Keynes unlawful The 12 affected ruling Algeria Tunisia Egypt Jordan The government told using antiterror legislation brought 11 September hold men indefinitely without charge broke human rights laws Mr Clarke told The Times I think prosecuting much energetically ability deport individuals concerned countries come He said route pursued collaboration Foreign Secretary Jack Straw positive way Mr Clarke said seeking memorandums understanding overseas governments Britain ensure suspects would subjected death penalty return However added I think solution Law Lords judgement government deportations help There strands But Liberal Democrats shadow home secretary Mark Oaten accused Mr Clarke avoiding main issue Belmarsh detainees The critical issue home secretary dodging stage deal principle deal tackle problem future told BBC News And I want grasp issues means looking actually secure convictions country allowing example intercept communications telephone tapping included Mr Oaten said Deportation may tackle initial problem I want see wider debate urgently actually get trials convictions country Unless get Liberal Democrats vote measure comes renewal March The BBCs home affairs correspondent Daniel Sandford said appeared Mr Clarke putting emphasis possibility deportation predecessor David Blunkett But said reaching understanding detainees home countries could difficult Some people accused serious crimes home countries easy agreement get I think suspects wont solution Daniel Sandford said ministers may try put forward solutions allowing secret evidence put normal criminal trials developing secret trials process next weeks The government may try deport left see work way putting trial said
entertainment,Veteran comic Cyril Fletcher dies,Veteran comedian broadcaster Cyril Fletcher died aged 91 home Guernsey Fletcher remembered odd odes amusing misprints TV show Thats Life 1970s 80s well long variety career He also regular Does Team Think comic version radio information show The Brains Trust Thats Life host Esther Rantzen said lovely delight work The thing Cyril use slightly oldfashioned phrase English gentleman said He courteous understated adored gardens particularly creating beautiful wife He funny witty work He real friend I shall miss One last comedians oldtime variety era Fletcher made first TV appearance 1937 A year BBC Television began seen reciting humorous poems appearing revue TeleHo playing Emperor Morocco first televised pantomime Dick Whittington He went become regular voice radio string TV shows 1950s appear several films including 1947s Nicholas Nickleby He married actress Betty Astell 1941 1950s 60s produced pantos summer shows discovering new stars including Harry Secombe In mid1990s Fletcher said made fabulous living since age 22 never day work He recently seen presenting gardening programme Channel TV Fletcher described consummate professional friend fellow broadcaster Michael Pointon It really pleasure work met everyone done everything Mr Pointon said He whimsical droll fellow also artistic man As friend kind generous Fletchers daughter Jill said father would sorely missed He greatly loved public said
tech,Consumers snub portable video,Consumers want music rather movies move says report Produced Jupiter Research analysis portable media player market found 13 Europeans want watch video By contrast almost third interested listening music portable player iPod The firm said gadget makers avoid hybrid devices instead make sure music reproduction good possible The report concluded driving force behind growth Europes portable player market likely music rather films combination two Barely 5 questioned said wanted player could play back music movies Only 7 wanted player could handle games video Dedicated music players established digital media players Europe today despite high prices said Ian Fogg Jupiter analyst Mr Fogg said although video players smartphones trying cash success faced tough job compromises made creating dualpurpose device Europeans care music playback said The report showed 27 consumers asked interested portable music players The research revealed French 39 British 31 consumers interested music players Mr Fogg said portable video players likely remain niche product would able compete devices dedicated music playback A separate report Jupiter forecasts European digital music market grow 836m euros 581m 2009 At end 2003 market worth 106m euros 736m Digital music players behind market growth said Jupiter Apples iPod launched October 2001 portable music player market growing steadily since launch Creative Nomad Jukebox mid2000 Now consumers face almost overwhelming choice highcapacity portable music players let store every track every CD
entertainment,Surprise win antiBush film,Michael Moores antiBush documentary Fahrenheit 911 best film US Peoples Choice Awards voted US public Mel Gibsons The Passion Christ best drama despite films snubbed far US film awards runup Februarys Oscars Julia Roberts 10th consecutive crown favourite female movie star Johnny Depp favourite male movie star Renee Zellweger favourite leading lady Sundays awards LA Film sequel Shrek 2 took three prizes voted top animated movie top film comedy top sequel In television categories Desperate Housewives named top new drama Joey starring former Friends actor Matt LeBlanc best new comedy Longrunning shows Will Grace CSI Crime Scene Investigation named best TV comedy TV drama respectively Nominees Peoples Choice Awards picked 6000strong Entertainment Weekly magazine panel winners subsequently chosen 21 million online voters Fahrenheit 911 director Michael Moore dedicated trophy soldiers Iraq His film highly critical President George W Bush USled invasion Iraq Moore outspoken Bush critic 2004 presidential campaign inwhich Democratic challenger John Kerry lost This country still right left Democrat Republican Moore told audience ceremony Pasadena California Moore said historic occasion 31yearold awards ceremony would name documentary best film Unlike many filmmakers Passion Christ director Mel Gibson vowed campaign Oscar movie To really ultimate goal one doesnt make work elite Gibson said backstage event To people spoken
business,India Russia energy talks,India Russia work together series energy deals part pact could see India invest 20bn oil gas projects On agenda oil gas extraction well transportation deals led Russian energy giant Gazprom Indias ONGC The Indian firm also expected hold talks Tuesday buying stake assets owned Yukos It reported keen buying 15 stake oil unit Yuganskneftegas The former Yukos subsidiary controversially sold last year eventually acquired stateowned energy giant Rosneft Russian media reported India Russia signed memorandum understanding energy cooperation Tuesday meeting Oil Natural Gas Corporation chairman Subir Raha Gazprom chairman Aleksey Miller Indias petroleum minister Mani Shankar Aiyar The agreement likely see two companies develop refining facilities Russia India elsewhere organise delivery oil gas petrochemicals Russia India countries across Asia ONGC could invest gas oil fields Sakhalin far east Russia may also take part joint tender bids projects eastern Siberia Caspian Sea India urgently searching fresh energy supplies particularly liquefied natural gas domestic demand growing 5 year ONGCs Mr Raha said two could work together joint bids next year At current oil gas prices cash flow situation good told Reuters What saying Gazprom huge amount gas money The investment may go 20bn period five years Russian news agencies reported Indias petroleum minister Mr Aiyar Russian energy minister Viktor Khristenko would discuss future Yugansk meeting Tuesday ONGCs Mr Raha declined drawn firms reported interest company However stressed ONGC interested loanforoil deal connection Yugansk similar concluded recently Rosneft Chinas National Petroleum Corporation Chinas problem immediate demand needed oil coastal refineries We We would like longterm security equity participation It thought decision Yugansk delayed US court decided whether grant Yukos bankruptcy protection Yukos suing host companies involved sale Yugansk auctioned pay huge backtax bill It also threatened legal action business future commercial dealings former subsidiary
business,Cactus diet deal Phytopharm,A slimming aid made southern African cactus set developed UK firm Phytopharm Unilever AngloDutch food giant Unilever help pharmaceutical firm develop snacks containing Hoodia extract Phytopharm shares jumped 107 news analysts saying sales 600m 309m year possible The plant licensed Phytopharm 1997 used thousands years Sans bushmen Kalahari desert stave hunger Studies reportedly shown plant curbs appetite instead reducing calorific intake like many existing products Phytopharm receive initial fee 65m Unilever potential total 21m well future royalties product sales Under deal production Hoodia cactus Phytopharms nursery South Africa also rise eight million plants potentially hundreds millions said Phytopharm chief executive Richard Dixey The firm initially hoped market slimming drug Hoodia Pfizer But research collaboration came end 2003 Analysts said Unilever could launch new products 2007 This deal goes long way restoring market faith Phytopharms pipeline Pfizer exit said analyst Erling Refsum Nomura
business,FBI agent colludes analyst,A former FBI agent internet stock picker found guilty using confidential US government information manipulate stock prices A New York court ruled former FBI man Jeffrey Royer 41 fed damaging information Anthony Elgindy 36 Mr Elgindy drove share prices lower spreading negative publicity via newsletter The Egyptianborn analyst would extort money targets return stopping attacks prosecutors said Under guise protecting investors fraud Royer Elgindy used FBIs crimefighting tools resources actually defraud public said US Attorney Roslynn Mauskopf Mr Royer convicted racketeering securities fraud obstruction justice witness tampering Mr Elgindy convicted racketeering securities fraud extortion The charges carry sentences 20 years When guilty verdict announced jury foreman Mr Elgindy dropped face hands sobbed Associated Press news agency reported He led weeping court room US marshals AP said Defense lawyers contended Mr Royer feeding information Mr Elgindy another trader attempt expose corporate fraud Mr Elgindys team claimed also fighting corporate wrongdoing Elgindys conviction marks end public charade crusader fraud market said Ms Mauskopf One bizarre aspects trial focused claims Mr Elgindy may foreknowledge 11 September terrorist attacks New York Washington Mr Elgindy trying sell stock prior attack predicted slump market No charges brought relation allegations
sport,McIlroy wins 800m indoor title,James McIlroy motored AAAs Indoor 800m title Sheffied Sunday time one minute 4797 seconds The Larne athlete dominated race start finish although hold late challenge Welshman Jimmy Watkins final 100 metres I go go gears Europeans I wont run said McIlroy I though I got lucky Id get close British record I blew end McIlroy superb form start season start buildup European Indoors Madrid 46 March Meanwhile Paul Brizzel Anna Boyle reached semifinals 60m hurdles Boyle setting seasons best 748 In womens 60m final Ailis McSweeney broke Michelle Carrolls longstanding Irish record clocking 737 left third place David Gillick showed genuine medal contender European Indoor Championships claiming impressive 400m victory Gillick halfasecond clear taking gold 4645 02 outside personal best set Saturdays semifinals The Irishman fastest European season Derval ORourke broke Irish 60m hurdles record clocking 806 left third behind new British record holder Sarah Claxton 796 James Nolan 34604 took second mens 1500m behind Neil Speaight 34586 Offaly man outside European Indoor standard Colin Costello seventh 1500m final 34882 Deirdre Ryan second womens high jump clearance 187m Aoife Byrne took silver 800m personal best 20673 Lisburns Kelly McNeice Reid 43134 seventh womens 1500m Gary Murray 81122 11th mens 3000m Meanwhile Stephen Cairns Jill Shannon claimed individual titles Saturdays Northern Ireland Cross Country Championship Coleraine Cairns came ahead Paul Rowan Allan Bogle mens race Willowfield claimed first mens team title 72 years Shannon helped Lagan Valley win womens team honours
business,Amex shares spinoff news,Shares American Express surged 8 Tuesday said spin less profitable financial advisory subsidiary The US credit card travel services giant said offloading American Express Financial Advisors AEFA would boost profitability AEFA 12000 advisers selling financial advice funds insurance 25 million customers Over years delivered poor profits even losses This excellent move American Express focus core businesses sell laggard division problem quite time said Marquis Investment Research analyst Phil Kain Analysts estimate standalone AEFA could market value 10bn 53bn The unit acquired American Express 20 years ago Investors Diversified Service Minneapolis time firms amassing onestop financial empires However business selling investments never integrated rest group
tech,Millions miss net,By 2025 40 UKs population still without internet access home says study Around 23 million Britons miss wide range essential services education medical information predicts report telecoms giant BT It compares 27 million 50 UK currently online The idea digital divide evaporate time wishful thinking report concludes The study calls government telecoms industry come new ways lure bypassed digital revolution Although percentage Britons without home access fallen slightly remain digital refuseniks miss report suggests As everyday tasks move online offline services become less comprehensive divide become obvious burdensome got net access predicts The gap havenets havenots much talked predictions divide affect future generations less discussed BT set predict future patterns based current information taking account way technology changing Optimists predict convergence emergence userfriendly technology bridge digital divide could way mark report suggests Internet access devices tends something taken already said Adrian Hosford director corporate responsibility BT Costs internet access fallen dramatically coverage remote areas vastly improved last year real barrier remains psychological There hard rump havenots engaging net They dont motivation skills perceive benefits said Mr Hosford As disadvantaged groups likely remain among low income families older generation disabled Those low incomes account quarter digital havenots disabled make 16 elderly nearly third 2025 report forecasts Organisations BT responsibility help tackle problem said Mr Hosford The telco seen positive results Everybody Online project offers internet access people eight deprived communities around Britain In one area Cornwall high levels unemployment online training helped people rewrite CVs learn skills get new jobs explained Mr Hosford Such grassroot activity addressing specific needs individual communities essential problem digital divide overcome said If dont address problem get lot worse people find difficult find jobs education opportunities limited theyll simply able keep society said The Alliance Digital Inclusion independent body members drawn government industry voluntary sector recently set tackle issues faced digital refuseniks
tech,World tour top video gamers,Two UK gamers embark world tour part lucrativeever global games tournament Aaron Foster David Treacy right take part tournament offering 1m total prize money The cash handed 10 separate competitions continenthopping contest organised Cyberathlete Professional League As part prize pair travel costs paid ensure get different bouts The CPL World Tour kicks midFebruary first leg Istanbul All ten bouts tournament played throughout 2005 one different country At stop 50000 prize money grabs The tournament champion leg CPL World Tour walk away 15000 prize The winner grand final get prize purse 150000 total pot 500000 Winners stage tour automatically get place next stop The world tour stops open keen gamer registers Online registration first stop opens weekend Some proplayers winning spot tour destinations qualifying events organised CPL partners Winners qualifiers get seeded higher elimination parts tournament Mr Foster Mr Treacy get chance attend World Tour members UKs FourKings gaming clan Towards end 2004 FourKings staged series online Painkiller competitions reveal UKs top players PC game The best eight players met facetoface special elimination event late December Mr Foster Mr Tracey proved prowess Painkiller As part prize pair also get contract FourKings Intel one UKs progaming teams There lot people take gaming seriously support local national team passion sport said Simon Bysshe filmed event FourKings Intel More 80000 people downloaded movie tournament highlights Professional gaming stay grow popularity said
tech,Freeze antispam campaign,A campaign Lycos Europe target spamrelated websites appears put hold Earlier week company released screensaver bombarded sites data try bump running costs websites But site hosting screensaver displays pink graphic words Stay tuned No one Lycos available comment latest developments controversial antispam campaign Lycos Europes Make love spam campaign intended way users fight back mountain junk mail flooding inboxes People encouraged download screensaver PC idle would send lots data sites peddle goods services mentioned spam messages Lycos said idea get spam sites running 95 capacity generate big bandwidth bills spammers behind sites But plan proved controversial Monitoring firm Netcraft analysed response times sites targeted screensaver found number completely knocked offline The downing sites could dent Lycos claims amount distributed denial service attack In attacks thousands computers bombard sites data attempt overwhelm Laws many countries explicitly outlaw attacks many nations redrafting computer use laws make specific offences Lycos Europe appears put plan hold The site hosting screensaver currently shows holding page words Stay tuned The numerical internet address site also changed This likely response spammers reportedly redirected traffic sites back Lycos screensaver site The campaign come fire corners web Many discussion groups said set dangerous precedent could incite vigilantism Attacking spammers website like poking grizzly bear sleeping back garden pointy stick said Graham Cluley senior technology consultant Sophos Not screensaver similar approach potentially illegal distributed denial service attack also danger turning innocent computer users vigilantes may prepared whatever retaliation spammers care dream
entertainment,West End honour finest shows,The West End honouring finest stars shows Evening Standard Theatre Awards London Monday The Producers starring Nathan Lane Lee Evans best musical ceremony National Theatre It competing Sweeney Todd A Funny Thing Happened Way Forum award The Goat Who Sylvia Edward Albee The Pillowman Martin McDonagh Alan Bennetts The History Boys shortlisted best play category Pam Ferris Victoria Hamilton Kelly Reilly nominated best actress Ferris best known television roles programmes The Darling Buds May made shortlist role Notes Falling Leaves Royal Court Theatre Meanwhile Richard Griffiths plays Hector The History Boys National Theatre battle best actor award Douglas Hodge Dumb Show Stanley Townsend Shining City The best director shortlist includes Luc Bondy Cruel Tender Simon McBurney Measure Measure Rufus Norris Festen Festen also shortlisted best designer category Ian MacNeil Jean Kalman Paul Arditti Hildegard Bechtler Iphigenia Aulis Paul Brown False Servant The Milton Shulman Award outstanding newcomer presented Dominic Cooper His Dark Materials The History Boys Romola Garai Calico Eddie Redmayne The Goat Who Sylvia Ben Wishaw Hamlet And playwrights David Eldridge Rebecca Lenkiewicz Owen McCafferty fight The Charles Wintour Award 30000 bursary Three 50th Anniversary Special Awards also presented institution playwright individual
sport,Holmes starts 2005 GB events,Kelly Holmes start 2005 series races Britain Holmes make first track appearance home soil since winning double Olympic gold Januarys Norwich Union International Glasgow She also run Grand Prix Birmingham February may defend indoor AAA 800m title Sheffield earlier month I still competitive still want win said Im athlete I cant wait get back track She added These events also great opportunity thank British public enormous levels support given moment I stepped plane Greece The Glasgow meeting see Holmes compete 1500m fiveway match Sweden France Russia Italy
politics,Escaped prisoner report ordered,First Minister Jack McConnell ordered report decision allow paranoid schizophrenic knife attacker go visit unguarded Michael Ferguson 36 escaped allowed highsecurity Carstairs unit The SNPs Nicola Sturgeon demanded know responsible signing leave The Scottish Executive said ministers would notified would common practice sign approval An executive spokesman said health department state hospital would work together preparing report Ministerial responsibility Carstairs rests Rhona Brankin deputy health minister Ms Brankin said The first minister called review happened need talk state hospital need reflect Ms Sturgeon written Mr McConnell asking clarification move allow prisoner She said questions must answered escape public reassured safety Police still searching Ferguson failed return trip East Kilbride Monday The Scottish National Partys parliamentary leader argued law authorisation Fergusons leave absence would come directly ministers She said The Scottish Executive seemed indicate yesterday escape Mr Ferguson matter Carstairs However understanding mental health legislation decision grant patient restricted patient leave absence would required direct specific authorisation Scottish ministers She added I written first minister today asking confirmation fact I also asked confirm minister would routinely take decisions nature information based This attempt apportion blame ensure better understanding decision making process important sensitive cases Police said Ferguson posed danger public BBC Scotland political correspondent Glenn Campbell said first minister ordered urgent report situation He said We understand executive case individual minister signed approval Michael Ferguson released unescorted Carstairs The executive concedes Scottish ministers legal responsibility approving sort leave say routinely specialised officials make decision simply inform ministers taken But stage presumably ministers ask hard questions ask reassurances patient serious danger public risk minimised Scottish Conservative leader David McLetchie said earlier almost beyond belief allowed happen The executive spokeswoman said recommendation leave agreed psychiatric advisor conjunction officials behalf ministers She said Ministers told notified would common practice sign They statutory responsibility common practice people work patient best knowledge risk would make decision Ferguson slashed man doctors surgery Coatbridge 1994 see fianc233e Annabella Holmes 47 met patient high security complex South Lanarkshire He described 5ft 9ins tall slim blond hair blue eyes fair complexion Ferguson wearing black jacket grey jeans black jumper black shoes last seen He multiple fading tattoos left hand faded tear tattoo left eye Ms Holmes missing sightings Ferguson since Monday Strathclyde Police asked anyone spots Ferguson contact Sergeant Keith McDonald
business,JP Morgan admits US slavery links,Thousands slaves accepted collateral loans two banks later became part JP Morgan Chase The admission part apology sent JP Morgan staff bank researched links slavery order meet legislation Chicago Citizens Bank Canal Bank two lenders identified They closed linked Bank One JP Morgan bought last year About 13000 slaves used loan collateral 1831 1865 Because defaults plantation owners Citizens Canal ended owning 1250 slaves We know slavery existed country quite different see history institution slavery intertwined JP Morgan chief executive William Harrison chief operating officer James Dimon said letter Slavery tragically ingrained American society excuse We apologise AfricanAmerican community particularly descendants slaves rest American public role Citizens Bank Canal Bank played The slavery era tragic time US history companys history JP Morgan said setting 5m scholarship programme students living Louisiana state events took place The bank said different company Citizens Canal Banks 1800s
business,Qatar Shell 6bn gas deal,Shell signed 6bn 312bn deal Middle Eastern sheikhdom Qatar supply liquid natural gas LNG North America Europe The UKDutch group 30 project Qatars state oil firm owning rest The agreement latest string deals reached Qatar trying make regional leader natural gas US oil giant ExxonMobil signed 128bn deal earlier Sunday Frances Total expected join ExxonMobil scheme dubbed Qatargas2 Monday taking 5 million tonnes LNG year ExxonMobil taking 15 million tonnes year 25 years end 2007 deal Shells agreement name Qatargas4 foresees building new facilities handle 14 billion cubic feet gas 78 million tonnes LNG year 2011 onwards
politics,TV debate urged party chiefs,Broadcasters fix date preelection televised debate three main political leaders according Hansard Society It would Tony Blair Michael Howard Charles Kennedy decide whether take part nonpartisan charity said Chairman Lord Holme argued prime ministers right veto matter public interest The broadcasters make decision go ahead said Lord Holmes proposal televised debate comes four months millions viewers able watch US President George W Bush slug verbally Democratic challenger John Kerry He said democratically dubious proposition incumbent prime minister decide whether similar event takes place If Mr Blair want take part broadcasters could go ahead empty chair cancel event explain reasons Lord Holme said What makes present situation even less acceptable although Mr Howard Mr Kennedy said would welcome debate noone heard directly prime minister said It left nudges winks hints briefings aides campaign managers imply Mr Blair doesnt want one havent heard prime minister Lord Holme campaigned televised debates previous elections said broadcasters willing cooperate arrangements Opinion polls suggested idea backing public like comparing personalities policies contenders homes said Lord Holme argued part public service obligations broadcasters make decision go ahead soon election called An independent thirdparty body Hansard Society Electoral Commission could work ground rules fair participants informative public said It would party leader accept refuse said Lord Holme If prime ministers reported position true want take part would obliged say publicly The broadcasters would option cancelling event obvious wellunderstood reasons going ahead empty chair Either way would preferable present hidden veto The Hansard Society long campaigned televised debates published reports issue 1997 2001 Tony Blair already ruled taking part televised debate forthcoming election campaign Last month said We answer every election campaign reasons I given answer said monthly news conference
politics,Howard denies split ID cards,Michael Howard denied shadow cabinet split decision back controversial Labour plans introduce ID cards The Tory leader said front bench team reached collective view holding good discussion admitted easy issue He decided support plans police said would help fight terror crime illegal immigration The Lib Dems pledged oppose bill debated next Monday Tory sources say senior party figures argued vociferously ID card scheme Among reported serious reservations strategy senior shadow cabinet members David Davis Oliver Letwin Tim Yeo But Mr Howard denied Mr Yeo transport environment spokesman said plans stink He also said confident shadow home secretary Mr Davis would set position clearly stands debate matter next week Mr Howard said police said ID cards could help foil terror bomb plot people could lose lives He added When police say take seriously He acknowledged good libertarian arguments cards said shadow Cabinet weighed conflicting interests reaching decision I dont pretend easy decision end day decision taken He also denied afraid looking soft issue compared Labour The Conservatives announced support government plans Monday evening Sources within party told BBC Mr Howard always favour ID cards tried introduce Home Secretary But Tories insisted would hold ministers account precise purpose scheme They said would also press Labour whether objectives could met whether Home Office would able deliver And pledged assess cost effectiveness ID cards whether peoples privacy would properly protected It important remember bill take decade come full effect spokesman said Lib Dem home affairs spokesman Mark Oaten branded ID scheme waste money deeply flawed He said This signs Michael Howard overruling colleagues concerns ID cards The chairman Bar Council Guy Mansfield QC warned real risk people margins society would driven hands extremists What going happen young Asian men bomb gone somewhere They going stopped If havent ID cards going detained Tory exminister Douglas Hogg said opposed plans ID cards branding regressive step would intrude lives ordinary citizens without counterbalancing benefits He predicted ultimately carrying cards would become compulsory would lead large numbers Britains ethnic minorities stopped police
business,Parmalat boasts doubled profits,Parmalat Italian food group centre one Europes painful corporate scandals reported doubling profit Its pretax earnings fourth quarter 77m euros 53m 100m 38m period 2003 Less welcome news firm fined 11m euros violated takeover rules five years ago The firm sought bankruptcy protection December 2003 disclosing 4bneuro hole accounts Overall companys debt close 12bn euros falling slowly Its brands wellknown Italy overseas continued perform strongly however barely lost revenue since scandal broke But crucial factor companys future legal unwinding intensely complex financial position On Tuesday companys administrator turnaround expert Enrico Bondi sued Morgan Stanley former banker return 136m euros relating 2003 bond deal That brought 49 number banks Mr Bondi sued mass legal action could bring much 3bn euros The company also sued former auditors financial advisors damages And criminal cases companys former management proceeding separately
sport,Benitez delight crucial win,Liverpool manager Rafael Benitez admitted victory Deportivo La Coruna vital tight Champions League group Jorge Andrades early goal gave Liverpool 10 win And Benitez said We started high tempo many chances It important win us could scored goals We good defensively also good counter attack We pleased move next game Igor Biscan outstanding midfield replacing injured Xabi Alonso Benitez said He played well It important players ready good squad play games high level Benitez added It back hands great win us I delighted I feel best Liverpool I seen As far feelings winning Spain really important I want see us win away matches Champions League Spain first consideration As far I concerned important Liverpool win important country Benitez added Benitez said We problem start decided Xabi could play 45 minutes But end way Dietmar Hamann Igor Biscan performed need change things right end match Depor good team allow keep possession dangerous indeed But knew hit counterattack would make nervous worked Deportivo coach Javier Irureta said Liverpool played well could break I know gone six games home Europe without scoring reflect overall performances But time play well lacked imagination The goal bad mistake big blow confidence Players usually want ball stage want I know bottom group long hope qualifying hang
politics,Plaid MPs cottage arson claim,A Plaid Cymru MP believes UK security services involved arson attacks blamed Welsh extremists It 25 years since start 12 years firebombings attributed shadowy group known Meibion Glyndwr Plaid Cymrus Elfyn Llwyd suggested security services could involved intention discrediting nationalist vote ExWelsh Office Minister Lord Roberts Conwy denied security services involved In March year North Wales Police reopened case saying materials kept investigations would examined find whether would yield DNA evidence Meibion Glyndwr means sons Glyndwr began burning property December 1979 protest homes rural Wales sold holiday cottages people England The group linked 220 firebombing incidents stretching Llyn Peninsula Pembrokeshire The campaign continued early 1990s Police accused quarters targeting anyone nationalist Although one man Sion Aubrey Roberts convicted 1993 sending letter bombs post arson cases remain unsolved As solicitor Elfyn Llwyd represented Welsh singer Bryn F244n arrested suspicion involved arson campaign F244n released without charge But MP Merionnydd Nant Conwy Plaid Cymrus Parliamentary Leader Mr Llwyd argued terror attacks may involvement security services Meibion Glyndwr He believes elements British security services may carried renegade actions order discredit Plaid Cymru nationalist vote ahead elections The claim made interview BBC Wales Maniffesto programme shown S4C Sunday Mr Llwyd said sophistication many devices used attacks compared crude nature many others suggests degree professionalism could come individuals knew exactly He said What Im saying role took wasnt appropriate one ie like agent provocateur perhaps interfering creating situation looked like nationalists responsible The programme also heard Lord Roberts Conwy Welsh Office minister time He denied security services played improper role Mr Llwyds theory also questioned Plaid Cymrus former President Dafydd Wigley He accepted fires damaged Plaid Cymrus public image believed security services hands full time IRA animal rights activists Maniffesto seen S4C Sunday 12 December 1200 GMT
tech,Video phones act dating tools,Technologies email net chatrooms instant messaging mobiles proved big pull looking love The lure could hide behind technology video phones act add vision Hundreds submitted mobile video profile win place worlds first video mobile dating event The top 100 meet match 30 November Londons Institute Contemporary Arts ICA The event organised 3G network 3 could catch trend unusual dating events like speed dating continues Its beginning end blind date know said Graeme Oxby 3s marketing director The response promising 3 says planning launch proper commercial dating service soon Hundreds hopefuls submitted profiles special booths set major London department store two weeks expert tips given visually improve chances The 100 popular contestants voted public gather ICA separate rooms meet phone Dating services adult matchmaking services proving strong stream revenue worth millions mobile companies Whether actually provide interesting match video phone technologies remains seen Flic Everett journalist dating expert Company magazine Daily Express thinks technology liberating nervous soulmate seekers There currently 13 million video phones use UK three times single people Britain 30 years ago With people buying video mobiles 3G dating could basis successful safe way meet people One problems video phones people dont really know video It weird technology We quite worked This gives focus useful one told BBC News I would never thought online dating would take way said Lots people find easier honest writing email text facetoface Lots people quite shy feel vulnerable When writing comes directly onto page tend honest But barrier comes SMS chat online matchmaking person behind profile may really Scare stories put people result according Ms Everett Many physical clues body language odd twitches obviously missing SMS online dating services Still images necessarily provide necessary cues It could really take get whole package With static email picture dont know person behind So checking potential date video phone also gives singletons different kind barrier extra layer protection case WLTS WLTM If trapped reallife blind date context cant get away feel embarrassed With video meeting really barrier phone dont like dont suffer embarrassment There serious side new use technology though With money made adultthemes content services let people meet chat revenue streams mobile carriers grow 3G thinks Paolo Pescatore mobile industry specialist analysts IDC Wireless medium exploited number features services One chatting dating element key said The foundation set SMS companies using media like MMS video grow market But carriers need wary ensure launch 3G dating services ensure mechanism place monitor aware registers accesses services regular basis cautioned In July Vodafone introduced content control system protect children adult content The move result code practice agreed UKs six largest mobile phone operators January The system means Vodafone users need prove 18 firewalls lifted explicit websites chat rooms dealing adult themes The impetus growing number people handsets could access net growth 3G technologies
entertainment,Film row Pirates cannibals,Plans portray Dominicas Carib Indians cannibals sequel hit film Pirates Caribbean criticised groups chief Carib Chief Charles Williams said talks Disneys producers revealed strong element cannibalism script cannot removed The Caribbean islands government said Disney planned film Dominica The Caribs long denied ancestors practised cannibalism Disney unavailable comment Our ancestors stood early European conquerors stood upwe labelled savages cannibals today said Mr Williams This cannot perpetuated movies Shooting sequel expected begin April hundreds Dominicans applying extras movie About 3000 Caribs live island Dominica population 70000 Many Caribs killed disease war colonisation 1600s Mr Williams said received support indigenous groups around world efforts cannibalism references removed film But admitted members Carib council support campaign He said understand history weak committed cause Carib people The first Pirates Caribbean film took 305m 162m box office US alone The cast crew work two sequels backtoback first released 2006
